"","RC1","RC2","RC6"
"SampleIDNSW0279",0.54638578558339,-0.577171436616717,0.890716498689202
"SampleIDNSW0287",0.70547339332843,-1.97682545969743,1.19903626057369
"SampleIDNSW0288",0.0844476492687026,-1.845003242723,1.13753636752912
"SampleIDNSW0293",1.34604240815802,-1.00584498251242,0.83320013345615
"SampleIDNSW0297",0.649206284034478,-0.338803076997919,0.0351913170504003
"SampleIDNSW0311",1.69698275934424,-0.649534481868903,-0.221982564051198
"SampleIDNSW0319",1.0416918457093,-0.315101285803305,-0.555713498838216
"SampleIDNSW0322",1.02616653806055,-0.512767424251736,-0.306494687180489
"SampleIDNSW0325",0.0736730569886641,-0.882297788711168,-1.30667614513454
"SampleIDNSW0334",0.682425950460033,-0.805876067494584,-0.6062314853203
